Muslo,Rodilla,PosX,PosY,Largo_Extremidades(m)
-0.142349243164063,-1.14504,0.23767604663282424,0.23780386191055566,0.2
1.20188665390015,-1.88675,0.2306983370202661,-0.04382132777088772,0.2
0.327833175659180,-1.79783,0.19942823585530903,0.14906685914623133,0.2
1.13556003570557,-2.31186,0.1605578832631262,0.014677992832486747,0.2
0.624626159667969,-1.43545,0.2972843768504558,0.04916371990001613,0.2
1.37064504623413,-2.81933,0.06378670759812799,0.007033239515049771,0.2
0.713219642639160,-1.38954,0.306859145331491,0.016078175452490448,0.2
0.146555423736572,-0.103583,0.39934891596880806,-0.009573211716762764,0.2
0.569156169891357,-1.47104,0.28829169246431735,0.06968188106894006,0.2
0.656430721282959,-2.14543,0.16887193751766502,0.08944225844608351,0.2
-0.449470281600952,-0.561019,0.2675761547645272,0.27593491144259047,0.2
1.38737344741821,-1.97917,0.2079784483002787,-0.07054005327418912,0.2
0.335245132446289,-1.59565,0.24050863802992262,0.14201150466983437,0.2
-0.114690065383911,-1.35941,0.20174865394045707,0.23681786868065044,0.2
1.47263431549072,-1.81061,0.21715314430634358,-0.11765567165267349,0.2
0.223213672637939,-1.27435,0.2844695933805787,0.14982269061544543,0.2
1.40348863601685,-1.67029,0.23588287232445093,-0.1281135499823271,0.2
0.307692289352417,-1.62097,0.23154281360366732,0.14958614955132235,0.2
-1.09613436460495,-0.233050,0.11259236639947777,0.3809990515673791,0.2
1.48135709762573,-2.44433,0.1342274579977198,-0.02559157073509963,0.2
1.35608816146851,-2.29221,0.1632226709320688,-0.022866668928141085,0.2
1.19217348098755,-2.10614,0.19750056657068119,-0.013511683801533394,0.2
0.412265062332153,-1.77604,0.2156128911846482,0.13117296535518264,0.2
-0.408614397048950,-0.793210,0.23620868938427858,0.28342609390708595,0.2
-0.279683828353882,-1.16526,0.19884639689606953,0.2683667753409513,0.2
0.852265834808350,-1.03964,0.335347773963417,-0.08980298552515514,0.2
0.0417554378509521,-0.812440,0.3331876098528697,0.1549334326508111,0.2
0.904558658599854,-2.37558,0.14021324522643883,0.05182296669790939,0.2
-0.157238006591797,-1.03934,0.2545797820443773,0.23607664844067838,0.2
1.28855943679810,-1.86327,0.22890861854225034,-0.06734565508202196,0.2
0.170317888259888,-0.924788,0.33468264735672393,0.12707419870968503,0.2
0.591032981872559,-1.43070,0.29621631461288755,0.05854049774790953,0.2
1.24423170089722,-2.54420,0.11713749364902591,0.011594952990534688,0.2
0.994049072265625,-1.57958,0.2790934627743195,-0.03747116405637303,0.2
0.977335453033447,-1.19910,0.3147965974015857,-0.0997939798666117,0.2
0.769508361816406,-1.34595,0.31268486779068055,-0.008049491220962044,0.2
0.659838676452637,-1.51580,0.28638131008529666,0.04882188722377942,0.2
0.948634624481201,-1.62160,0.2749478619145403,-0.018459007730291424,0.2
1.12372589111328,-1.42140,0.2855815345549697,-0.10173784738333345,0.2
0.376286745071411,-0.322432,0.39071120961377714,-0.05676415482151931,0.2
0.773447036743164,-2.04921,0.19709908767084477,0.06574419428110134,0.2
1.43850612640381,-2.58684,0.10923185197872073,-0.008129964209802991,0.2
1.13128757476807,-2.29379,0.16391478816349214,0.014197868302941587,0.2
0.877146720886230,-2.24985,0.16381884432524266,0.05402848402290743,0.2
0.830420017242432,-1.00556,0.339000856380595,-0.08903633031182051,0.2
1.37455034255981,-1.82276,0.22643855696060053,-0.09370774197460997,0.2
0.108340501785278,-0.199996,0.3972257830534268,0.02484069809865955,0.2
0.944978237152100,-2.20305,0.1762405990297632,0.04077163894305778,0.2
1.19127845764160,-2.02628,0.21046179063146567,-0.02267892504702961,0.2
0.746470928192139,-0.151657,0.32922017887983485,-0.22515738258391113,0.2
0.988413810729980,-0.703748,0.3169862335745582,-0.20127965076965362,0.2
1.37877225875854,-1.83131,0.22519239182705783,-0.09317778060495331,0.2
-0.278907775878906,-1.16932,0.1982445821773378,0.2682560098182903,0.2
-0.404310464859009,-0.815180,0.23321775504788467,0.2836696205554446,0.2
1.13850021362305,-2.20228,0.18093023048848697,0.006052119566978196,0.2
0.379642724990845,-1.81800,0.2028583633536513,0.13882814322099052,0.2
1.24230480194092,-1.74734,0.24550090227420526,-0.07536179495012596,0.2
1.04099082946777,-1.42473,0.292720498713429,-0.07718954211120772,0.2
1.15389251708984,-2.41137,0.14174983664643864,0.01746441768438284,0.2
-0.447534322738647,-0.956595,0.19287435013168933,0.2981677205952562,0.2
0.724144458770752,-1.85977,0.23008370949850043,0.06529964903293732,0.2
-0.204294919967651,-1.13564,0.22435699819590552,0.25177027312502465,0.2
0.630305290222168,-1.68335,0.2559482397272097,0.07419906739534796,0.2
-1.17102134227753,-0.150818,0.10005924204120747,0.3861088282142404,0.2
1.17282772064209,-2.14226,0.19156144469036818,-0.005921336811260089,0.2
0.214998722076416,-0.284725,0.39595276481079456,-0.0007286145104675947,0.2
0.252662897109985,-0.641655,0.3759308232535165,0.05257857863492636,0.2
-0.885712146759033,-0.565406,0.12504771856082833,0.36319793857933963,0.2
0.700484752655029,-2.16943,0.1678516128525889,0.08212501854969767,0.2
0.449076890945435,-1.26652,0.31201680948506605,0.08132724376653279,0.2
1.34097385406494,-2.35162,0.1532332772525638,-0.014503266100791196,0.2
1.12240648269653,-1.52109,0.277595696586468,-0.08316046856656507,0.2
0.135021924972534,-0.802242,0.34754856378010446,0.12172808536536037,0.2
0.472450017929077,-1.12856,0.33353016397895874,0.05472378788002511,0.2
1.45536565780640,-1.76352,0.2228413211024148,-0.12255328744173813,0.2
0.837959289550781,-1.27543,0.3186940374471106,-0.041485745880362725,0.2
0.692794799804688,-1.84894,0.2299666053802215,0.07176040910945714,0.2
1.12014532089233,-2.25422,0.1711893336619088,0.013339007066541564,0.2
0.0968854427337646,-1.48834,0.2215982207619883,0.19360574256041002,0.2
-0.0544967651367188,-1.34453,0.2185934412348637,0.22397430194965073,0.2
0.513952732086182,-1.78458,0.2261537498746397,0.10900324249106576,0.2
0.427543163299561,-1.26321,0.31071368264988247,0.08762063597747054,0.2
-0.866643190383911,-0.595754,0.12588950238877528,0.3610676850974554,0.2
1.10933542251587,-1.63259,0.267231768033668,-0.060387909737650916,0.2
-0.204656362533569,-0.723331,0.300725564389062,0.22255910635677967,0.2
1.02947711944580,-2.10565,0.19717035547857825,0.018617555593944894,0.2
-0.0526611804962158,-1.36567,0.2147941125443548,0.22396215121883922,0.2
0.413494110107422,-0.562619,0.3835532304689538,-0.023575238586832,0.2
0.745344161987305,-0.810398,0.3543551955713746,-0.09782221453515842,0.2
-0.305115222930908,-0.347652,0.3359249599448163,0.2058359825175736,0.2
1.34891748428345,-1.97776,0.21071739572472567,-0.06270620934176033,0.2
1.49043989181519,-2.01810,0.19535673644584214,-0.08504598871308576,0.2
1.18085718154907,-1.98303,0.21743217465956297,-0.02589708815382111,0.2
-0.407113313674927,-0.904131,0.21511908329395843,0.28843250115018415,0.2
0.495348930358887,-1.57513,0.26383703436781025,0.10021715541951796,0.2
0.419723749160767,-1.63095,0.24490292669459318,0.12334088110488989,0.2
1.30423307418823,-2.29631,0.16347168715472712,-0.013974877236477026,0.2
-0.406818628311157,-0.196307,0.3338947301407481,0.21674360810013577,0.2
1.33364915847778,-1.64360,0.24629764430307655,-0.11626960342421638,0.2
-0.163532257080078,-1.30310,0.2012066818844087,0.24632664873000232,0.2
1.19441747665405,-2.40797,0.14299358684162627,0.011516174344451737,0.2
-0.390163421630859,-0.955317,0.2099061821623639,0.28657870997424234,0.2
0.357009172439575,-0.952497,0.3490887024484036,0.06714963970206773,0.2
1.35449171066284,-2.70267,0.08688153038693557,0.005885827431549027,0.2
-0.343851327896118,-0.562369,0.29495121309889666,0.2463398709018321,0.2
1.43170356750488,-2.80391,0.06715901627410555,0.002758361853857935,0.2
