Muslo,Rodilla,PosX,PosY,Largo_Extremidades(m)
-3.34442,-0.878669,0.21682031314507175,-0.2899017838189166,0.2
2.20499,-0.307544,0.35053423322166866,-0.18268043774383078,0.2
0.915144,-0.661342,0.2087474882542773,0.3155281280378202,0.2
2.22036,-0.575400,0.35871994497386217,-0.13578643910483704,0.2
1.28402,-0.567772,0.32314376928725835,0.20742755916605154,0.2
1.26384,-0.881505,0.26526811975295755,0.24599198230405225,0.2
1.24830,-0.721449,0.2902511899343965,0.23626718292147425,0.2
1.90021,-0.948781,0.3520955739268501,0.051406514773051915,0.2
0.549311,-0.918562,0.032236368447463956,0.3570964664164901,0.2
-3.48698,-0.734547,0.24409829317277545,-0.28246554626840675,0.2
2.26051,-0.997669,0.344876602174765,-0.06664195513643016,0.2
0.935027,-0.527661,0.24016146705938632,0.3023928558658015,0.2
1.11842,-0.545208,0.28834771701871953,0.2554547838295436,0.2
1.74916,-0.958558,0.33898200304198756,0.10520113225380655,0.2
1.10339,-0.757927,0.24627525315021565,0.27829751697461963,0.2
1.51443,-0.940011,0.3083508397565446,0.1791705027911209,0.2
0.441360,-0.562169,0.06133074879397768,0.3793766169933974,0.2
1.91583,-0.690982,0.3763636474322812,0.00017368658634151122,0.2
0.918966,-0.682635,0.2058225769915102,0.3157691188667242,0.2
1.49820,-0.914646,0.3096722836413664,0.18140772331439298,0.2
1.10683,-0.950786,0.2099394139252284,0.28706957781337994,0.2
1.19405,-0.379297,0.3314841234770108,0.2107896602812683,0.2
0.645392,-0.856629,0.07836850626656094,0.3553272623459091,0.2
0.558694,-0.967010,0.02660300570011781,0.3531477347663246,0.2
0.409710,-0.536885,0.0543022135057189,0.38183212103370473,0.2
0.513745,-0.319622,0.13686957089522822,0.37042549946250475,0.2
2.50861,-0.940293,0.31831041494936957,-0.16075625456259013,0.2
0.558587,-0.845930,0.0493167940988364,0.3614010117154905,0.2
1.09171,-0.466293,0.2945696651896415,0.25433836323351017,0.2
1.19753,-0.794624,0.26464678151375987,0.2569169651558722,0.2
1.61929,-0.733701,0.354622323487237,0.11687229242598474,0.2
2.06875,-0.0734838,0.3579630531328821,-0.177894786489442,0.2
-2.82477,4.47872,0.13700010210823196,-0.2066565097124658,0.2
