Muslo,Rodilla,PosX,PosY,Largo_Extremidades(m)
0.880171,-1.64695,0.01540565884714962,0.2714336047460832,0.2
1.33868,-2.19467,0.043593578183541384,0.1771022387566502,0.2
1.28910,-2.01898,0.05876226257437247,0.20464835567920464,0.2
0.865831,-1.60892,0.01701431810394252,0.27687856900043095,0.2
1.21300,-1.19509,0.19091460030320062,0.2700107829626139,0.2
1.02691,-1.03825,0.1688740504867276,0.30347940396172296,0.2
1.40915,-2.21385,0.053268937618058815,0.1708545256181599,0.2
0.981525,-0.997277,0.16311905128027693,0.3111261929142849,0.2
1.52000,-2.10444,0.08939549023795972,0.17695913340516367,0.2
1.40600,-1.84056,0.11308881617300783,0.2142214302289397,0.2
1.33044,-1.85696,0.09374642463280149,0.2205220063116908,0.2
1.45133,-2.41438,0.03438706255560057,0.13804071269717427,0.2
1.40718,-1.90769,0.1013539593435304,0.2080448209263243,0.2
1.33838,-2.30417,0.030122598193526865,0.1598192945134538,0.2
1.51194,-2.82921,0.006047001414143079,0.061929009575956144,0.2
1.12411,-1.87564,0.04382587057151358,0.2325252101792911,0.2
1.12767,-2.19759,0.005250294573781623,0.1817920900669674,0.2
1.47305,-1.36875,0.21986725404172616,0.21843154834112696,0.2
1.16722,-1.23454,0.1704778494254302,0.27808905706977577,0.2
1.19635,-2.25592,0.011713199351441871,0.1710008144013082,0.2
1.40009,-2.07369,0.0723330274278828,0.19029159253959194,0.2
1.35948,-2.43993,0.019116455423771665,0.13613551258817444,0.2
0.817792,-1.39109,0.0374464853649051,0.304790147398769,0.2
0.960341,-1.67106,0.03340219048395211,0.2662270804526732,0.2
1.53027,-2.31769,0.05812879433769343,0.1492380026946861,0.2
1.20500,-2.31759,0.00739906135879063,0.1600064569132035,0.2
0.931495,-1.75086,0.014360119882242117,0.255863983643602,0.2
1.40211,-2.49651,0.0194315170494399,0.12529398020043658,0.2
0.949039,-1.52412,0.053790424318265764,0.284322505876624,0.2
1.51455,-0.994285,0.29910647275438845,0.18477964159775898,0.2
1.40787,-2.32649,0.038398108307055645,0.15382445673345835,0.2
1.44381,-2.77391,0.004155269092121042,0.07300544019263058,0.2
1.31737,-1.31024,0.1950358910166877,0.2501401358468513,0.2
1.48568,-1.91914,0.11527436912609462,0.1985061405362293,0.2
1.47706,-1.02012,0.2873635063029276,0.19820096726935146,0.2
1.27867,-1.44320,0.15877037570210603,0.2548962156927461,0.2
1.46288,-1.97649,0.10057233764429198,0.19573702577508162,0.2
0.905364,-1.14026,0.11078073675370953,0.317987314877785,0.2
1.29074,-1.21903,0.20653775474591757,0.25476851236194287,0.2
1.44469,-1.80846,0.12725361821580458,0.21206665837176916,0.2
0.566839,-1.04568,0.015243445417484031,0.3462263714304759,0.2
1.28241,-1.87975,0.07925106952865013,0.22224770617926298,0.2
1.14117,-1.27203,0.15572835112803243,0.28159592799713096,0.2
