Muslo,Rodilla
1.12997,-0.752151
2.68320,-0.658646
0.820039,-0.892573
1.73568,-0.873149
0.523108,-0.507037
0.613787,-0.941583
1.36460,-0.938561
1.97138,-0.876440
0.948725,-0.957827
2.62269,-0.819596
1.99798,-0.303053
0.436504,-0.859404
0.592417,-0.704559
1.63994,-0.444184
1.63417,-0.950442
1.11784,-0.950434
1.76219,-0.278830
2.24232,-0.994271
1.71815,-0.806603
0.775190,-0.788095
1.50443,-0.529257
2.10362,-0.866220
1.81141,-0.906869
0.579131,-0.392834
1.81071,-0.807445
2.11127,-0.812995
2.26421,-0.976911
0.552500,-0.818190
1.77021,-0.258174
1.60586,-0.853535
2.35200,-0.576105
0.458406,-0.571097
1.18041,-0.867286
0.646996,-0.736550
1.40863,-0.306776
1.78924,-0.923731
0.377910,-0.692241
1.85827,-0.891018
2.08387,-0.940608
1.00076,-0.313852
0.771008,-0.713198
2.21117,-0.474318
1.76706,-0.762505
2.32399,-0.932169
1.98534,-0.773056
0.885349,-0.733200
0.585623,-0.237709
0.667871,-0.510873
2.18339,-0.619528
0.818441,-0.350661
1.47103,-0.557816
1.51042,-0.371586
1.71928,-0.189971
1.98236,-0.383734
1.59166,-0.147176
1.22479,-0.859417
1.46407,-0.776188
1.57813,-0.949862
1.15543,-0.704916
1.28475,-0.863094
0.391602,-0.641103
1.25921,-0.518000
0.502861,-0.438267
1.21612,-0.939556
0.412876,-0.748055
0.386514,-0.284659
1.62527,-0.372211
0.796155,-0.562264
1.12360,-0.540818
2.32195,-0.294625
0.776567,-0.724932
0.940848,-0.968234
2.31253,-0.997273
1.89576,-0.668334
2.47125,-0.940418
2.12240,-0.493882
1.86174,-0.739724
2.16958,-0.672002
0.961018,-0.638617
0.976205,-0.665133
0.564283,-0.981506
1.52328,-0.545822
0.601085,-0.762831
0.481722,-0.134470
1.09136,-0.713525
0.621600,-0.728941
1.90685,-0.530035
1.85691,-0.818658
0.991872,-0.797696
0.528471,-0.903018
1.98324,-0.425957
1.92262,-0.652774
2.28434,-0.615183
0.528853,-0.463975
0.519620,-0.418247
0.909209,-0.410335
0.713790,-0.607602
1.80562,-0.634357
1.22703,-0.664615
1.96257,-0.450317
1.29149,-0.807770
2.65956,-0.940484
1.74382,-0.707610
0.645746,-0.984959
1.46180,-0.947286
1.08584,-0.826863
0.942465,-0.984760
1.88135,-0.871027
0.717899,-0.849395
1.48356,-0.819865
1.38950,-0.306168
1.41090,-0.674383
0.968694,-0.944455
2.39785,-0.981276
0.940892,-0.695298
0.672510,-0.122388
0.451948,-0.833249
0.508452,-0.980486
1.48255,-0.0394866
1.01387,-0.729691
1.03050,-0.600132
1.68987,-0.278405
0.656695,-0.773805
1.51024,-0.788707
0.940438,-0.693639
1.94596,-0.190850
1.71379,-0.546809
1.66614,-0.353521
0.804749,-0.513344
0.493916,-0.859762
1.19701,-0.764287
1.23358,-0.258454
0.305344,-0.200471
1.57546,-0.725211
1.02293,-0.965839
0.848325,-0.854778
1.37359,-0.504646
1.14644,-0.403653
0.843814,-0.652333
0.963653,-0.849318
1.09009,-0.974207
1.78005,-0.471055
0.605065,-0.568249
0.597196,-0.975858
1.51651,-0.693458
1.81886,-0.895885
1.64975,-0.813443
1.27411,-0.579682
1.58311,-0.959516
2.28539,-0.595403
2.55723,-0.994982
0.985447,-0.730210
0.768763,-0.754200
1.46782,-0.237299
0.947529,-0.704119
0.873697,-0.670090
2.00106,-0.408407
1.05890,-0.820131
1.23835,-0.434897
0.780492,-0.819623
2.16523,-0.949535
1.31128,-0.560358
0.307570,-0.597753
1.96345,-0.548496
1.34784,-0.786802
1.36028,-0.354925
1.86959,-0.486220
1.61725,-0.272123
1.12637,-0.160175
0.427097,-0.215389
1.90603,-0.879169
1.47412,-0.855312
2.46953,-0.847569
0.568537,-0.417600
2.10272,-0.355957
2.25656,-0.693420
1.88542,-0.940358
0.784030,-0.450455
1.67853,-0.382837
1.11414,-0.968339
0.794005,-0.339375
2.07844,-0.787553
1.78770,-0.355585
0.623142,-0.332616
0.574359,-0.677271
1.26935,-0.879760
1.12622,-0.759799
1.55348,-0.872254
1.25982,-0.732981
0.889358,-0.609066
2.24486,-0.632028
1.84509,-0.663642
1.43574,-0.518029
1.79176,-0.881681
1.70019,-0.340183
2.24695,-0.954179
0.479061,-0.340310
0.436556,-0.628231
2.04247,-0.0783571
0.518939,-0.608448
2.46033,-0.570418
1.37855,-0.685372
2.53475,-0.972214
1.83619,-0.659645
1.94671,-0.808177
0.756089,-0.914522
1.79205,-0.874258
1.15638,-0.979461
1.04078,-0.765614
2.06567,-0.700399
0.515330,-0.320631
1.86347,-0.977088
1.21183,-0.571478
0.808085,-0.967858
1.22620,-0.467786
1.05038,-0.934201
0.544743,-0.841713
2.36074,-0.804477
0.950417,-0.905313
1.54023,-0.563801
0.589666,-0.528110
1.43551,-0.920355
1.20658,-0.552934
1.48745,-0.995508
2.18097,-0.523010
0.837821,-0.962728
0.847889,-0.448177
1.13023,-0.464813
1.11005,-0.611411
0.910924,-0.807214
0.605177,-0.759667
2.50515,-0.946227
1.36329,-0.771582
2.46860,-0.650037
0.514543,-0.593105
0.581081,-0.927358
1.09356,-0.779726
1.97553,-0.480903
1.49971,-0.148746
1.34232,-0.213330
1.01370,-0.696291
1.90949,-0.663197
0.386270,-0.575351
1.14381,-0.985479
2.12137,-0.745791
2.26992,-0.925413
1.96721,-0.443210
0.580511,-0.776553
2.08603,-0.790695
0.825869,-0.394975
2.31252,-0.622037
1.89646,-0.760897
2.56853,-0.934240
2.09164,-0.882990
2.10991,-0.572073
1.20858,-0.532042
1.15576,-0.766570
1.35658,-0.452202
2.12163,-0.821766
1.03800,-0.709721
0.763998,-0.456146
1.26155,-0.150315
0.752593,-0.627833
0.559565,-0.529961
1.98364,-0.669626
0.933176,-0.818100
0.633486,-0.672764
0.724760,-0.890211
1.23206,-0.373309
0.783299,-0.493994
1.42489,-0.621944
1.58656,-0.139026
2.23607,-0.664330
0.649156,-0.0919398
1.71776,-0.465257
1.82619,-0.501473
1.41137,-0.853190
1.49338,-0.718340
1.59316,-0.937533
2.14241,-0.975200
2.32442,-0.988553
1.22796,-0.670069
0.485828,-0.761884
1.92769,-0.955153
0.505718,-0.733072
1.90884,-0.606010
2.13436,-0.576428
2.12702,-0.827304
0.672080,-0.863160
1.67594,-0.826106
2.28733,-0.644548
0.575487,-0.952959
1.31399,-0.529430
0.883977,-0.754369
0.345079,-0.289839
1.86314,-0.165960
0.581527,-0.591140
1.52474,-0.631399
1.61709,-0.422370
2.10782,-0.0950533
2.20116,-0.815173
0.715917,-0.486395
0.692463,-0.877750
1.68084,-0.624210
2.39200,-0.654684
1.62027,-0.748960
1.63989,-0.953299
1.58436,-0.129732
2.34432,-0.692454
1.38972,-0.922184
1.90225,-0.489433
1.49128,-0.848258
0.961720,-0.867677
1.17748,-0.974208
2.23391,-0.697643
1.82618,-0.706200
1.29513,-0.710126
0.858786,-0.527197
2.35574,-0.773471
0.487940,-0.817801
1.43897,-0.772269
2.21363,-0.616923
1.52838,-0.782208
1.11983,-0.668013
1.89676,-0.339919
1.63033,-0.773762
1.49537,-0.834547
2.02681,-0.225513
0.413073,-0.576455
0.651630,-0.958827
0.716625,-0.741970
0.520971,-0.465477
1.64172,-0.506188
1.65616,-0.462449
2.45187,-0.850240
1.64262,-0.821012
0.903029,-0.845958
1.84378,-0.698662
1.37046,-0.931321
1.30792,-0.283820
2.47810,-0.604816
0.887057,-0.826970
0.807692,-0.558442
0.848084,-0.532795
1.62149,-0.596460
2.03246,-0.609302
1.31891,-0.940287
0.471525,-0.728225
1.81863,-0.699170
1.15190,-0.799996
1.49890,-0.628293
0.812294,-0.623639
1.10079,-0.635581
0.398917,-0.276402
1.94354,-0.752196
2.39133,-0.902536
0.656859,-0.923181
0.773331,-0.223797
0.525463,-0.332669
1.24369,-0.648329
0.529762,-0.259506
0.476046,-0.906628
2.20015,-0.994899
1.45592,-0.798485
1.92202,-0.273841
1.43134,-0.118845
1.11770,-0.898605
1.49478,-0.820736
2.25145,-0.802252
1.36100,-0.970902
1.50715,-0.914412
0.512804,-0.274649
1.85316,-0.424133
1.73780,-0.992332
1.77667,-0.255336
0.868381,-0.462939
0.629629,-0.868670
0.361859,-0.655637
1.34347,-0.833075
2.41774,-0.660046
1.05433,-0.455815
2.03443,-0.897863
1.92617,-0.153369
0.898111,-0.530473
2.23703,-0.449058
1.85804,-0.593423
0.574690,-0.841684
2.50989,-0.955768
2.06224,-0.739380
0.870508,-0.377553
2.11340,-0.178910
0.353033,-0.225764
0.277625,-0.270397
0.418183,-0.308465
1.60504,-0.916766
0.490085,-0.933450
0.597594,-0.269228
1.96358,-0.993019
1.09840,-0.233422
1.68822,-0.720285
0.623383,-0.476074
1.02751,-0.392089
1.86004,-0.771248
0.573263,-0.933439
2.01916,-0.997536
0.883829,-0.160935
0.638822,-0.928905
1.07731,-0.769444
0.793412,-0.890160
0.828271,-0.632930
2.16449,-0.994490
0.569223,-0.942155
2.04588,-0.779590
1.41826,-0.852563
1.13424,-0.914109
0.532711,-0.765166
1.55573,-0.211967
0.536727,-0.885701
2.40046,-0.886482
2.07556,-0.310924
0.504987,-0.370759
1.98940,-0.652603
2.23203,-0.764518
2.53012,-0.995947
0.917750,-0.906769
2.27377,-0.769387
1.22215,-0.642636
2.22756,-0.732334
2.26864,-0.818720
0.543580,-0.803449
0.996932,-0.436664
2.32502,-0.716665
0.380458,-0.102334
0.956666,-0.635679
1.47547,-0.873685
1.75183,-0.958994
1.33786,-0.919977
0.497320,-0.339949
2.51343,-0.923764
0.712297,-0.874048
1.54683,-0.791861
0.623726,-0.269837
2.26031,-0.367547
0.830507,-0.648983
0.944324,-0.256697
1.94453,-0.957337
2.51793,-0.949733
1.47975,-0.558895
0.770615,-0.290775
0.551269,-0.638511
1.31185,-0.746381
0.824729,-0.919362
2.16533,-0.842395
0.615181,-0.858451
0.630626,-0.447355
0.663620,-0.970782
0.724543,-0.798616
0.829007,-0.802767
0.464222,-0.451509
0.916578,-0.458654
1.62803,-0.920701
1.94123,-0.574292
1.54534,-0.807759
1.23142,-0.946991
1.82377,-0.561076
1.99885,-0.994600
1.36328,-0.875460
1.54395,-0.478159
1.82247,-0.324522
0.798193,-0.784178
1.82119,-0.836054
0.460143,-0.853142
0.494192,-0.0513981
1.63795,-0.761779
1.47157,-0.608616
0.464607,-0.784923
0.705000,-0.731535
0.668168,-0.176724
1.75123,-0.624411
1.85018,-0.843495
0.735320,-0.553703
2.25226,-0.861691
1.66526,-0.710350
0.526361,-0.376496
1.93842,-0.838994
0.551664,-0.953060
1.95071,-0.629666
2.23408,-0.673682
0.855288,-0.969840
0.986587,-0.474652
0.464189,-0.691124
1.60686,-0.572592
0.247258,-0.158976
0.770327,-0.602797
2.33549,-0.696606
2.00520,-0.312416
2.31988,-0.865165
0.941185,-0.632580
2.16693,-0.831777
1.51313,-0.648931
0.711007,-0.759872
1.55631,-0.808866
1.12183,-0.756131
0.499049,-0.864872
0.434912,-0.666461
0.980770,-0.830910
1.05366,-0.529950
1.03710,-0.497111
0.327787,-0.462697
2.10240,-0.413265
1.21888,-0.380353
1.38411,-0.621213
2.30964,-0.739376
0.533133,-0.980643
1.27917,-0.280311
0.572979,-0.327923
0.631346,-0.542575
2.03870,-0.892705
0.598520,-0.873469
2.20741,-0.310320
1.62830,-0.549102
1.10642,-0.950092
2.23034,-0.695607
1.46916,-0.921264
1.14278,-0.656996
0.997746,-0.929872
1.58556,-0.218072
0.763826,-0.508065
0.871956,-0.922238
0.601322,-0.463175
0.125752,-0.104747
2.39003,-0.940655
1.24692,-0.700940
1.30172,-0.740244
0.586049,-0.592898
0.418542,-0.823411
1.22526,-0.597478
0.712770,-0.996259
2.54068,-0.955313
0.621038,-0.900766
0.861114,-0.894130
0.304280,-0.451386
1.85394,-0.885691
1.88304,-0.960142
0.900417,-0.341499
2.53269,-0.700255
0.695919,-0.798358
0.747137,-0.651813
1.98213,-0.727939
1.46299,-0.982093
0.911553,-0.288225
0.821597,-0.370690
0.788224,-0.831082
2.44795,-0.747394
1.26676,-0.514188
1.51056,-0.816533
0.222132,-0.391794
0.510159,-0.719581
2.31420,-0.838768
0.739280,-0.964599
0.452972,-0.700287
2.18636,-0.919381
1.18830,-0.826069
1.11656,-0.652757
1.52008,-0.483366
2.28747,-0.450654
0.598811,-0.750557
1.57353,-0.978328
1.77637,-0.969497
1.66748,-0.918193
0.876073,-0.643874
0.669590,-0.924361
1.64669,-0.421378
0.975085,-0.611803
0.878133,-0.864209
0.367359,-0.447894
1.85408,-0.826743
0.578724,-0.463902
1.52398,-0.492927
1.65449,-0.294817
2.21349,-0.890122
2.54580,-0.894786
2.29168,-0.876375
0.985453,-0.769128
0.574734,-0.388463
2.27815,-0.628558
1.05590,-0.275327
1.98200,-0.467979
0.767178,-0.345303
1.10570,-0.600220
1.74422,-0.242445
2.30324,-0.606216
1.90235,-0.761386
2.11701,-0.687607
1.66650,-0.219360
1.36390,-0.897771
1.67943,-0.960746
2.21866,-0.777313
1.70079,-0.439389
1.83702,-0.698912
1.46928,-0.218302
0.853705,-0.506892
0.798442,-0.789265
1.70038,-0.977336
1.32834,-0.188636
0.578096,-0.679461
2.26688,-0.724296
0.813024,-0.365166
1.26364,-0.452276
0.868576,-0.633523
1.93339,-0.980292
2.40645,-0.713984
1.41435,-0.340332
1.86543,-0.464951
1.16219,-0.355987
1.79280,-0.623080
1.36003,-0.464781
0.915909,-0.863719
1.86624,-0.807037
1.75293,-0.764074
1.86232,-0.398507
1.99961,-0.421387
1.19946,-0.738971
0.973239,-0.879704
0.376617,-0.735862
0.952287,-0.794010
1.69334,-0.373218
1.77511,-0.754229
1.63665,-0.514694
1.90133,-0.824321
2.33017,-0.785225
1.04037,-0.144503
0.726904,-0.522890
2.35846,-0.989050
0.785407,-0.892180
1.03062,-0.561393
1.17998,-0.747333
1.29746,-0.628278
1.41881,-0.976495
0.694683,-0.702576
1.20957,-0.439738
0.722521,-0.375782
0.646004,-0.601898
2.19733,-0.295420
1.60036,-0.746261
1.29012,-0.783594
2.17755,-0.535007
0.890372,-0.490255
0.700429,-0.729498
1.33798,-0.931996
1.40829,-0.919810
1.62086,-0.598317
0.983714,-0.829482
1.40754,-0.637940
1.41393,-0.565805
0.578141,-0.419404
1.38628,-0.885314
1.56384,-0.757880
2.12564,-0.535108
1.97291,-0.897571
0.764607,-0.603443
0.999403,-0.308453
2.62354,-0.881168
2.17803,-0.684779
2.20287,-0.640505
0.989536,-0.515201
1.08802,-0.444010
2.27908,-0.434241
0.920172,-0.808821
0.272193,-0.341407
1.93710,-0.347872
1.37906,-0.812575
1.16652,-0.806078
0.966047,-0.653776
2.08460,-0.884046
0.425719,-0.556936
0.180469,-0.280717
2.30834,-0.200137
2.34792,-0.426996
2.27348,-0.960160
0.957142,-0.810169
0.327687,-0.622715
2.03625,-0.912506
1.95509,-0.974562
2.55920,-0.996180
1.36286,-0.660255
2.18658,-0.850796
1.18158,-0.928623
2.39546,-0.955426
1.17074,-0.587554
1.89543,-0.978560
1.12037,-0.726618
2.22986,-0.814289
1.05001,-0.826860
1.12641,-0.323714
1.84066,-0.708987
1.65737,-0.979856
1.71396,-0.909693
0.810421,-0.396060
1.58785,-0.744035
0.720280,-0.536595
1.42574,-0.631569
0.665703,-0.486850
0.707003,-0.842891
2.07555,-0.883430
1.54386,-0.957432
0.816456,-0.388459
2.28471,-0.955231
2.07754,-0.868151
1.23057,-0.500550
1.41202,-0.771193
1.80819,-0.477541
1.36232,-0.578329
2.09466,-0.390500
1.13372,-0.960011
2.25570,-0.520871
0.435884,-0.597504
1.48524,-0.395454
1.95211,-0.893325
0.367939,-0.440565
2.85065,-0.979761
0.819532,-0.523259
1.92917,-0.815647
2.31191,-0.870269
0.541793,-0.798720
1.44674,-0.698962
0.462652,-0.763606
1.78563,-0.935660
2.49465,-0.701280
1.83259,-0.982689
2.26533,-0.772452
0.440293,-0.759959
1.30709,-0.856336
1.02135,-0.906209
1.48133,-0.440736
1.42840,-0.868360
1.30860,-0.940814
1.47607,-0.914490
2.33500,-0.944816
1.64814,-0.923041
0.806985,-0.641858
0.988685,-0.485390
1.38642,-0.418307
1.97860,-0.580677
2.49520,-0.908951
0.953633,-0.816690
2.38891,-0.972899
0.548199,-0.595538
0.287823,-0.392793
0.293586,-0.343283
1.20789,-0.992170
0.803562,-0.775998
1.74480,-0.298106
1.91322,-0.512977
0.644331,-0.660185
1.70068,-0.709439
1.45092,-0.667568
2.33504,-0.748474
0.495575,-0.654076
0.539764,-0.967108
1.40700,-0.804515
1.72433,-0.286124
0.779950,-0.509247
0.847953,-0.907632
1.57130,-0.445168
0.822800,-0.252834
1.65778,-0.519376
0.897428,-0.534323
1.45195,-0.816761
1.10075,-0.788169
1.44921,-0.684403
0.729432,-0.714937
1.03702,-0.534388
1.80783,-0.968138
0.489728,-0.564978
0.608460,-0.298392
1.64285,-0.552861
2.05860,-0.942951
2.43860,-0.735414
2.19280,-0.292770
1.61391,-0.967921
0.435577,-0.698398
2.09469,-0.461224
2.09653,-0.479083
1.06794,-0.941996
1.98807,-0.260314
1.79568,-0.742038
0.490930,-0.936702
1.92899,-0.988146
1.90679,-0.918644
1.66739,-0.677959
1.65241,-0.879951
1.39576,-0.423823
2.23728,-0.483211
0.611899,-0.948034
1.56568,-0.972381
1.69905,-0.887275
1.27753,-0.942467
1.14861,-0.851448
1.55822,-0.326291
0.510886,-0.225029
1.19866,-0.827462
1.30215,-0.967751
2.47731,-0.988817
1.43678,-0.898534
0.715716,-0.996676
1.13971,-0.884430
1.38241,-0.641023
1.15627,-0.704788
1.20250,-0.409346
2.03321,-0.946760
1.60421,-0.532786
2.22331,-0.507231
0.983232,-0.595027
1.45180,-0.0905891
1.91090,-0.614701
2.33937,-0.395216
1.33680,-0.110561
1.02136,-0.749449
1.59721,-0.671983
2.40118,-0.777622
1.66095,-0.935302
1.19081,-0.869111
1.51064,-0.483621
2.14600,-0.785662
2.20127,-0.792974
1.59222,-0.390636
2.38959,-0.636641
0.535323,-0.948902
1.15769,-0.923972
1.54244,-0.667363
2.32071,-0.797136
1.72449,-0.420956
1.09322,-0.883071
0.947403,-0.369473
1.90966,-0.811629
2.37186,-0.567060
1.48882,-0.205209
1.90623,-0.948530
2.02533,-0.591279
0.919714,-0.911484
1.35030,-0.870763
0.628781,-0.362936
2.01433,-0.875717
2.15831,-0.879381
2.00698,-0.528244
1.34113,-0.799104
0.765885,-0.983265
1.98978,-0.890141
2.08053,-0.510777
1.51443,-0.693415
2.01588,-0.742587
2.21239,-0.883053
2.20239,-0.734929
0.130180,-0.216782
0.773683,-0.827002
2.45927,-0.932288
1.25217,-0.714545
1.18116,-0.864633
2.06466,-0.593755
2.43257,-0.795002
0.881702,-0.767909
0.452118,-0.309087
1.88807,-0.708817
0.907203,-0.809802
0.688174,-0.572948
1.01829,-0.792018
1.97901,-0.497811
0.519862,-0.249215
1.10282,-0.970826
0.777888,-0.546225
1.99194,-0.810906
0.319103,-0.315185
0.992692,-0.888022
1.39272,-0.545909
1.55479,-0.613258
2.16977,-0.240600
2.01280,-0.497106
2.55653,-0.836155
1.39618,-0.283055
1.24271,-0.496278
1.45214,-0.695393
2.47914,-0.532233
1.44429,-0.923696
1.21737,-0.919554
1.15339,-0.325626
1.90959,-0.614564
1.81034,-0.692757
1.14082,-0.593522
2.18323,-0.538605
0.483471,-0.448627
1.85355,-0.756841
1.35128,-0.551632
1.27926,-0.560609
1.13870,-0.470434
1.88552,-0.767163
2.13460,-0.871050
0.443113,-0.236327
2.35177,-0.742694
1.06261,-0.262378
1.39444,-0.358288
2.43373,-0.499533
1.13351,-0.614285
0.767337,-0.405703
0.960908,-0.989393
1.80131,-0.857413
0.814256,-0.728772
1.97203,-0.759940
1.18283,-0.630852
0.620256,-0.769883
1.52809,-0.365730
1.94532,-0.969131
2.26846,-0.271219
2.01302,-0.935233
1.13571,-0.492553
2.22394,-0.903468
0.971796,-0.874439
2.56174,-0.924807
2.07132,-0.963971
2.31535,-0.291007
2.34902,-0.926862
0.412200,-0.822306
0.437039,-0.278880
0.274615,-0.235007
0.691780,-0.631457
1.94586,-0.774582
1.06685,-0.548120
1.49770,-0.766888
2.22458,-0.610323
1.82012,-0.603375
1.98115,-0.957568
1.82823,-0.755964
2.42409,-0.695826
0.670061,-0.446259
1.36564,-0.669981
2.26099,-0.877560
1.81183,-0.823569
0.996127,-0.614578
2.01922,-0.991155
0.507557,-0.619506
2.35256,-0.536403
0.623281,-0.892365
2.41235,-0.987396
2.61009,-0.908065
0.327916,-0.621140
1.78139,-0.821053
2.37688,-0.660993
1.66217,-0.386875
0.658562,-0.892471
2.38379,-0.647274
2.13337,-0.835359
2.37548,-0.816057
2.33318,-0.497744
1.97922,-0.556882
1.16308,-0.587588
1.24990,-0.654145
0.885424,-0.937899
0.837562,-0.749347
1.79868,-0.823759
0.762902,-0.864763
2.36593,-0.598856
1.65224,-0.942868
0.891360,-0.988498
2.04618,-0.575119
2.05106,-0.888775
0.300549,-0.564750
2.16438,-0.836348
0.538955,-0.970894
1.43772,-0.593814
1.94049,-0.150320
0.405993,-0.763949
1.11482,-0.736587
1.50157,-0.759997
1.34987,-0.960599
1.27422,-0.548520
2.32364,-0.972136
2.24038,-0.673394
2.17754,-0.628515
0.537101,-0.346888
0.976040,-0.490004
1.89897,-0.903321
0.689791,-0.748636
1.80023,-0.518139
2.12031,-0.618299
0.681165,-0.342939
0.498257,-0.899369
1.35164,-0.548471
1.65215,-0.930791
0.547063,-0.526187
0.134690,-0.216866
2.31492,-0.838278
2.04593,-0.621442
2.61621,-0.939962
2.35124,-0.832311
2.07126,-0.739582
2.21951,-0.680222
2.37833,-0.750131
1.33881,-0.352683
1.86090,-0.235351
2.10374,-0.848498
0.402625,-0.397739
0.715465,-0.799970
0.395103,-0.342058
0.803603,-0.806391
1.50467,-0.710291
2.32519,-0.974224
1.61293,-0.637512
0.209050,-0.151930
1.29267,-0.708509
1.34231,-0.561587
2.57729,-0.980731
1.04272,-0.963769
0.926337,-0.661713
1.13207,-0.891687
1.60313,-0.798297
1.02911,-0.946178
0.221040,-0.399054
2.09989,-0.890569
0.737299,-0.749111
1.48332,-0.657687
0.582623,-0.766323
2.25491,-0.830057
1.25741,-0.929492
1.66076,-0.575737
0.675523,-0.820926
1.99193,-0.608753
0.605812,-0.916262
1.20823,-0.849913
2.03844,-0.700589
1.08815,-0.800413
2.12454,-0.399412
1.24990,-0.918190
1.03620,-0.553591
0.674480,-0.605791
0.527346,-0.537853
1.99640,-0.592835
2.14373,-0.984169
1.31633,-0.968005
0.669677,-0.664698
1.47836,-0.651777
1.75313,-0.883857
1.23066,-0.426756
1.97879,-0.982998
1.16547,-0.934857
1.82710,-0.804093
2.03831,-0.612640
1.59405,-0.298675
1.78597,-0.883933
0.566141,-0.536777
0.540863,-0.970428
1.77502,-0.510333
2.04337,-0.967431
2.00056,-0.460978
2.42496,-0.682033
0.501775,-0.961202
2.80209,-0.876359
1.80944,-0.566309
1.27664,-0.376055
0.956082,-0.875326
1.96900,-0.244157
1.34195,-0.235709
2.04047,-0.802944
1.51151,-0.821881
1.40943,-0.785132
0.925456,-0.492389
0.448277,-0.207375
0.669749,-0.492275
0.763331,-0.858013
1.76730,-0.942146
1.43064,-0.859780
1.42156,-0.616081
1.19464,-0.519515
1.72292,-0.441758
2.04792,-0.491430
1.40727,-0.749573
0.921016,-0.976422
1.87841,-0.459595
1.26249,-0.828977
1.46613,-0.784383
0.629871,-0.774901
0.508993,-0.696077
1.92543,-0.562986
2.03544,-0.843615
0.806621,-0.641377
0.224124,-0.387763
1.79947,-0.941817
2.14969,-0.375656
0.529497,-0.662656
0.845823,-0.550530
1.06564,-0.820620
1.93188,-0.690378
2.42625,-0.946256
1.13609,-0.938728
1.87547,-0.941297
1.51383,-0.856017
1.49430,-0.150594
1.76704,-0.546069
1.28815,-0.538754
1.94214,-0.662306
1.26974,-0.290598
0.825637,-0.670983
1.65537,-0.628080
1.98222,-0.843440
1.78715,-0.736747
0.938648,-0.856904
1.94092,-0.715651
1.20924,-0.367690
2.17660,-0.243257
1.14048,-0.934137
1.21331,-0.862672
2.20436,-0.942002
0.907321,-0.843433
1.03488,-0.736630
1.04046,-0.330696
0.746097,-0.161375
1.92155,-0.228468
0.580711,-0.948902
2.33228,-0.901330
0.613530,-0.268897
1.41394,-0.755274
0.972280,-0.531429
1.06119,-0.982027
2.32221,-0.580006
1.33313,-0.533674
0.948958,-0.749781
0.719792,-0.904400
2.09158,-0.555877
0.755149,-0.561203
1.68436,-0.636363
1.12596,-0.778004
0.844707,-0.783483
2.20945,-0.478738
2.46560,-0.982855
2.04974,-0.171206
1.64654,-0.127138
1.72790,-0.358706
1.49239,-0.495006
1.56079,-0.806178
2.00696,-0.395898
0.943563,-0.775784
0.863334,-0.757943
1.94839,-0.887130
1.25476,-0.675097
1.10160,-0.583372
0.547483,-0.744918
0.914755,-0.399344
2.49205,-0.920402
2.32880,-0.480928
1.68688,-0.895694
1.52331,-0.699425
1.17278,-0.364642
1.09438,-0.792841
1.73141,-0.744316
0.587911,-0.695588
2.10200,-0.0712386
1.10678,-0.294262
1.03364,-0.894847
2.36097,-0.873760
0.637442,-0.833705
0.905166,-0.891902
0.739666,-0.645468
1.72894,-0.392057
2.27850,-0.973020
0.836757,-0.780992
1.69795,-0.979593
0.623793,-0.699502
0.921004,-0.544283
1.75113,-0.873223
1.86378,-0.484887
2.08158,-0.199739
1.07043,-0.227747
1.85415,-0.919146
0.829756,-0.458220
2.23217,-0.732036
0.775162,-0.934921
2.57970,-0.798865
1.04970,-0.722552
0.949651,-0.406417
1.69375,-0.614909
0.382960,-0.122893
0.655199,-0.207167
0.701743,-0.811295
2.27923,-0.722071
0.890895,-0.429181
1.91740,-0.839270
2.55049,-0.973345
2.18120,-0.658715
2.55926,-0.700255
2.31214,-0.707209
2.24788,-0.824530
1.02688,-0.567378
2.11909,-0.403072
0.799989,-0.893472
1.65966,-0.742196
2.02039,-0.733753
2.40610,-0.915440
0.798289,-0.333944
0.648774,-0.599597
0.566808,-0.633081
2.28048,-0.292091
1.48946,-0.702559
0.784982,-0.441012
1.33588,-0.465568
1.77062,-0.942732
0.625384,-0.590821
0.747396,-0.142785
2.04502,-0.990541
1.84062,-0.787506
1.52024,-0.961592
1.86783,-0.773997
1.22022,-0.936271
1.92447,-0.708966
1.14719,-0.788310
2.22648,-0.867723
0.660599,-0.0822799
0.975263,-0.594760
0.635555,-0.897551
0.918376,-0.650006
1.03978,-0.605780
1.72082,-0.873088
0.788799,-0.654053
2.24927,-0.572320
1.02705,-0.524297
1.51697,-0.220921
1.11894,-0.935773
1.17628,-0.979754
1.34551,-0.904675
0.527456,-0.374150
1.65969,-0.797926
0.218368,-0.255993
1.06032,-0.908830
1.21239,-0.741611
1.00828,-0.873022
2.11358,-0.960111
1.40471,-0.902386
2.24372,-0.507572
0.691196,-0.748250
1.24952,-0.812373
2.02921,-0.409623
0.874460,-0.951733
1.74836,-0.187466
2.01504,-0.526849
2.06034,-0.355458
0.611120,-0.991273
1.22460,-0.827102
1.63891,-0.479621
2.13979,-0.867738
0.556175,-0.339410
1.77905,-0.575880
1.40329,-0.771135
1.07186,-0.363037
1.83149,-0.937341
2.50522,-0.899049
1.86716,-0.454396
2.31933,-0.991360
1.50212,-0.719831
1.07828,-0.162206
0.404250,-0.726053
1.39258,-0.803131
1.10476,-0.262509
0.897660,-0.747340
1.83326,-0.774830
0.544569,-0.978021
0.337022,-0.508687
1.41956,-0.777881
0.885171,-0.825597
2.00622,-0.461716
1.97847,-0.686833
1.17399,-0.990520
1.48552,-0.198586
1.18895,-0.331471
